정류소ID,정류소번호,정류소명,X좌표,Y좌표
102900056,03571,동자동함흥냉면앞,126.9741955461,37.5502867059
102900055,03572,이태원역앞,126.9957001828,37.5341805498
102900054,03573,녹사평역.용산구청,126.9872780389,37.5351206885
102900053,03574,후암시장,126.9768043541,37.5500664789
102900052,03575,이태원랜드,126.9970365066,37.5345365244
102900051,03577,후암동주민센터앞,126.9777057507,37.5483644838
102900084,03578,제일기획,126.9984396046,37.5348708584
102900081,03579,대성교회,126.9884520307,37.5386999666
102900050,03580,용산고,126.9789524928,37.5459083263
102900049,03581,성도약국,126.9894307824,37.5392776612
102900048,03582,후암동종점,126.9813594882,37.5465016517
102900047,03583,디지텍고등학교앞,126.9918569023,37.5397139842
102900046,03584,큰빛의집앞,126.9819077271,37.5444832826
102900082,03585,가야랑앞,126.9937523252,37.5400889559
102900045,03586,신흥교회앞,126.983387942,37.5446231699
102900044,03588,해방촌오거리,126.9853964787,37.5457029481
102900043,03589,남산교회입구,126.9866223212,37.5445505919
102900042,03590,기업은행,126.9876591627,37.5432423134
102900041,03591,용암한신아파트,126.9874137344,37.5423880484
102900040,03592,고바우슈퍼,126.9869601654,37.5410985304
102900039,03593,한신아파트,126.986557682,37.5389881171
102900089,03594,갑을빌딩,126.9720388292,37.5490958683
102900091,03595,리버힐삼성아파트후문,126.9487207623,37.5349462412
102900038,03596,만리시장입구,126.9630412782,37.5515678017
102900037,03597,배문중고등학교,126.9636168092,37.5503749309
102900036,03598,청파초등학교,126.9633754859,37.5485834792
102000263,03648,동부이촌동,126.9726729953,37.520139253
102000262,03649,강촌APT,126.9759383157,37.519097391
102000272,03680,그랜드하얏트호텔,126.9973678608,37.5398259716
102900062,03688,청파초등학교,126.9635056923,37.5484699816
102000271,03689,청암자이아파트,126.9465552752,37.5345469961
102900061,03699,배문중고교,126.963728852,37.550381273
102900060,03700,만리시장입구,126.9631453007,37.5517759871
102900090,03709,청암자이아파트,126.948603174,37.5348119266
102000273,03710,신동아APT,126.9853623627,37.5175986035
102000251,03723,크라운호텔,126.9905611354,37.5312787164
102000259,03726,한남동,127.0054925701,37.5358078821
102000257,03728,신동아APT,126.9853034727,37.5179220911
102000256,03729,강촌APT,126.9773129069,37.5189057287
102000255,03730,동부이촌동,126.9718175157,37.5206779095
102000274,03732,이촌동두산위브트레지움,126.9659919434,37.521493673
102000275,03733,이촌동두산위브트레지움,126.9675735406,37.5215283595
102000276,03734,이촌현대아파트.금강병원,126.9810408412,37.5177187363
102000277,03735,이촌현대아파트.금강병원,126.9808608941,37.5180052571
102000278,03736,한남역,127.0067323413,37.5312068138
102900092,03737,도원삼성래미안아파트단지내,126.9553881353,37.5381983039
102900093,03738,녹사평역.용산구청,126.9853918284,37.5347357017
102000270,03740,IP부띠끄호텔,126.9984792081,37.5348897819
102900086,03742,한남동주민센터,127.0004118772,37.5341698142
102900088,03743,용산CJ나인파크,126.9693948263,37.535793231
102900087,03744,용산e편한세상,126.9672466378,37.5343418882
102000282,03748,이집트대사관.한남더힐아파트,127.011700332,37.536120111
102000281,03749,이집트대사관.한남더힐아파트,127.0114310392,37.5362408844
102000283,03750,한남역,127.0077438254,37.5305849943
102000285,03751,한남동,127.0088666345,37.5338324716
102000284,03752,한남동,127.0085656637,37.533963153
102900095,03753,필리핀대사관,126.995093255,37.5406999627
102900094,03754,필리핀대사관,126.9951600296,37.5405702075
102000295,03760,용산역,126.9654284171,37.5283701314
102000309,03761,서울드래곤시티용산,126.9615413216,37.5322684694
103000001,04001,답십리역사거리,127.0543961703,37.5654496127
103000002,04002,청년회의소.서울새활용플라자,127.0604880807,37.5619909579
103000003,04003,장한평역,127.0661006787,37.5611445259
103000004,04101,상왕십리역,127.0292414479,37.5642456516
103000005,04102,상왕십리역,127.0286812869,37.5646936321
103000006,04103,왕십리센트라스아파트,127.0250386916,37.5651585235
103000007,04104,왕십리교회,127.0236609459,37.5662092355
103000509,04105,뉴타운아파트,127.0271117739,37.5648196984
103000008,04106,청계벽산아파트.텐즈힐아파트,127.030417138,37.5687246853
103000009,04107,청계벽산아파트.텐즈힐아파트,127.0300410727,37.5681679066
103000010,04108,왕십리도선동주민센터,127.0245260641,37.5676261467
103000011,04109,왕십리2동주민센터,127.0332625935,37.56244961
103000012,04110,코스모타워,127.032902865,37.5629822568
103000013,04111,성동구청,127.0363113248,37.5632074321
103000014,04112,성동구청,127.0359117391,37.5632066532
103000015,04113,상왕십리역,127.0302446401,37.5648716583
103000016,04114,상왕십리역,127.0299695015,37.5655756696
103000017,04116,마장동주민센터,127.04457376,37.5673234964
103000018,04117,마장역,127.042339301,37.5656275617
103000019,04118,성동노인복지관,127.0415861333,37.5649375925
103000020,04119,마장축산물시장,127.0377069108,37.5696813441
103000021,04120,마장축산물시장,127.0375113528,37.5702590064
103000022,04121,도선사거리,127.0369085253,37.566824233
103000023,04122,도선사거리,127.0364339991,37.5663972626
103000024,04123,마장동금호아파트,127.041859032,37.5630713327
103000025,04124,마장동금호아파트,127.0415811922,37.5621577226
103000026,04125,한양대부속고등학교,127.0415908002,37.5611151543
103000027,04126,한양대부속고등학교,127.0411546041,37.5603881249
103000028,04127,한양대앞.한양시장,127.0409668475,37.5585823987
103000029,04128,한양대앞,127.0407224229,37.5587032298
103000030,04129,한양대정문,127.0431286432,37.5563883665
103000031,04130,한양대정문앞,127.0433201513,37.5567730635
103000032,04131,무학여고앞,127.0342430998,37.558006939
103000033,04132,무학여고,127.0338672615,37.5578953118
103000034,04133,왕십리역,127.0361920228,37.5599473134
103000035,04134,왕십리역,127.0362669183,37.5603365628
103000036,04135,왕십리역,127.0348748604,37.5607902321
103000037,04136,행당1동주민센터.성동소방서,127.0386269888,37.5581524645
103000038,04137,행당동삼부아파트,127.0379492742,37.5587230766
103000039,04138,응봉동주민센터,127.0335007802,37.5533989566
103000040,04139,응봉동주민센터,127.0334386918,37.5537612141
103000041,04140,응봉사거리,127.0344580408,37.5552918803
103000042,04141,응봉동현대아파트,127.0304365347,37.5496196936
103000043,04142,응봉동현대아파트,127.0309,37.550222
103000044,04143,대경중입구,127.020041931,37.5562746966
103000046,04145,신금호역,127.020117586,37.5556051708
103000047,04146,신금호역,127.019898,37.555268
103000048,04147,금호고등학교,127.0225005907,37.5533393896
103000049,04148,금호고등학교.금호자이1차아파트입구,127.0229328751,37.5531077251
103000050,04149,금호동벽산아파트,127.0256791281,37.5511643996
103000051,04150,래미안하이리버아파트,127.0254234439,37.5514582119
103000052,04151,금호사거리,127.02606314,37.5488791385
103000053,04152,금호사거리,127.0259773298,37.5494639682
103000054,04153,금남시장앞.백범학원터,127.0218686315,37.5480852238
103000055,04154,금남시장앞.백범학원터,127.022487755,37.5482887551
103000056,04155,금호역,127.0162098799,37.5478698733
103000057,04156,금호역,127.0155079421,37.548503108
103000058,04157,금옥초등학교앞,127.0198923146,37.5469673139
103000059,04158,금옥초등학교앞,127.0183224532,37.5463133725
103000060,04159,삼성래미안아파트앞,127.0270575925,37.5478877101
103000061,04160,삼성래미안아파트앞,127.0275127211,37.5483498668
103000062,04161,옥수동삼성아파트,127.0148475565,37.5436204852
103000063,04162,옥수동삼성아파트,127.0146552078,37.5438034317
103000064,04163,미타사입구,127.0168373163,37.5448556208
103000065,04164,옥수중앙교회.래미안옥수리버젠,127.0148446166,37.5459155767
103000066,04165,옥수중앙교회.래미안옥수리버젠,127.014698,37.545782
103000506,04166,옥수파크힐스아파트앞,127.0140289146,37.5462948786
103000507,04167,옥수파크힐스아파트앞,127.013905533,37.5461375086
103000069,04168,옥수동종점,127.012585,37.549335
103000070,04169,옥정중학교입구,127.011302745,37.5409040726
103000071,04170,옥정중학교입구,127.0109994635,37.5408770683
103000072,04171,성수1가1동새마을금고,127.0496949154,37.5381106701
103000073,04172,성수1가새마을금고,127.0497877585,37.5381899276
103000074,04173,천주교성수동성당앞,127.0469322061,37.5391219298
103000075,04174,천주교성수동성당앞,127.0461789398,37.5392542143
103000076,04175,뚝도아리수정수센터수도박물관,127.0441937803,37.5411396402
103000077,04176,뚝도아리수정수센터수도박물관,127.04399,37.541407
103000078,04177,서울숲,127.0447086131,37.5429317268
103000079,04178,서울숲,127.044535,37.543503
103000080,04179,성동구민종합체육센타,127.0448960891,37.5460719745
103000081,04180,성동구민종합체육센타,127.0446065587,37.5463865666
103000082,04181,성수공고앞,127.0504882149,37.5398701754
103000083,04182,성수공고앞,127.0509024434,37.5399537995
103000084,04183,경일초등학교입구,127.0461820347,37.5410911213
103000085,04184,경일초등학교입구,127.0460644927,37.54133176
103000086,04185,성동교남단,127.0444852496,37.5498324007
103000087,04186,성동교남단,127.0439627696,37.5505075164
103000088,04187,상원,127.0459733296,37.5513591865
103000089,04188,상원,127.0468269187,37.5517093769
103000090,04189,영동대교북단,127.0606419633,37.5367692297
103000091,04190,노룬산시장앞,127.0621966798,37.5394212498
103000092,04191,성수119안전센터,127.060132085,37.5373416869
103000093,04192,성수119안전센터,127.059997,37.537532
103000094,04193,경수중학교,127.0570118184,37.5381650347
103000095,04194,경수중학교,127.0572982039,37.5382865442
103000096,04195,뚝도시장,127.0553996133,37.5385866142
103000097,04196,뚝도시장,127.0556995743,37.5387045167
103000098,04197,성원중성수동이마트앞,127.0534264696,37.5390939396
103000099,04198,성원중성수동이마트앞,127.0534470134,37.5393390286
103000100,04199,서울숲지구대앞,127.052342,37.537868
103000101,04200,서울숲지구대앞,127.0522872422,37.5379013975
103000102,04201,뚝도시장구길,127.05527,37.537192
103000103,04202,뚝도시장구길,127.055178017,37.5373179737
103000104,04203,성수동대호빌라입구,127.0575775064,37.5365535991
103000105,04204,성수동대호빌라입구,127.0576115116,37.5366292747
103000106,04205,영동대교,127.059982,37.536356
103000107,04206,영동대교,127.0603485651,37.536370194
103000108,04207,화양사거리,127.0665273113,37.5470178315
103000109,04208,성수초등학교,127.0642659755,37.5428884613
103000110,04209,서울효사랑병원,127.0634352886,37.5414976181
103000111,04210,성수2가3동주민센터,127.0555186071,37.5495060377
103000112,04211,제인병원,127.056942184,37.5492692729
103000113,04212,성동세무서앞,127.0624051913,37.5479211772
103000114,04213,성동세무서,127.064337342,37.548239128
103000115,04214,송정동서울숲아이파크,127.0693826872,37.5519388701
103000116,04215,송정동건영아파트,127.0712975363,37.5553402615
103000117,04216,군자교남단,127.072552576,37.5574868038
103000118,04217,신답역,127.0475890193,37.5701373313
103000119,04218,용답동동부시장답십리역,127.0537646939,37.5657022079
103000120,04221,서울교통공사.서울새활용플라자,127.0569134234,37.5620495039
103000121,04222,뚝섬서울숲,127.036407515,37.5445394296
103000122,04223,뚝섬서울숲,127.0362416503,37.54555862
103000125,04226,사근동하이츠아파트앞,127.0490440068,37.5612869397
103000126,04227,사근동하이츠아파트앞,127.0486881757,37.561306176
103000127,04228,사근동주민센터,127.0458353597,37.5607756729
103000128,04229,사근동주민센터,127.0459293903,37.5609062949
103000129,04230,사근고개,127.0445032932,37.5611429275
103000130,04231,사근고개,127.0445101518,37.5612555615
103000131,04232,한양지구대,127.0419400148,37.5601265314
103000132,04233,한양지구대,127.0419242341,37.5602445802
103000133,04234,사근동벽산아파트,127.0499269056,37.5601892041
103000134,04236,뚝섬역8번출구,127.0456077436,37.5476152783
103000135,04237,뚝섬역2번출구,127.046846,37.547575
103000136,04238,뚝섬역3번5번출구,127.0490123822,37.5464722264
103000137,04239,뚝섬역4번출구,127.0493645069,37.5467162766
103000138,04240,성수역,127.0536324349,37.5454312553
103000139,04241,성수동SK아파트형공장앞,127.050228,37.545888
103000140,04242,성수동SK아파트형공장앞,127.0500259308,37.545769848
103000141,04243,경동초등학교입구,127.0495174396,37.5435218283
103000142,04244,경동초등학교입구,127.049212934,37.5433912967
103000143,04245,경일초등학교앞,127.048339853,37.5407658631
103000144,04246,경일초등학교앞,127.0482268873,37.541072282
103000145,04247,한양여대앞,127.0503,37.55951
103000150,04252,도선고등학교.꽃재교회,127.0284543925,37.5669545454
103900215,04253,성수역,127.0550045915,37.544619638
103000152,04254,리버하우스,127.0510060889,37.5509002648
103000153,04255,리버하우스,127.0506905447,37.5512302013
103900213,04256,성수사거리,127.0623949128,37.5423785433
103900214,04257,성수사거리,127.0625480226,37.5427812522
103000156,04258,성동제일새마을금고,127.0473306455,37.5607795884
103000157,04259,성동제일새마을금고,127.0473012813,37.560884127
103000159,04261,청계9가.비우당교,127.025384707,37.5707208923
103000162,04264,뚝섬서울숲,127.0375828865,37.5436397677
103000163,04265,뚝섬서울숲남문,127.0427799915,37.5424629701
103000164,04266,뚝섬서울숲남문,127.042974358,37.5419781098
103000165,04267,신답역명문예식장,127.0481794123,37.5692837577
103000166,04268,신답역명문예식장,127.0479373245,37.5695541839
103000167,04269,성수2가3동주민센터,127.0546962994,37.5501678252
103000168,04270,극동그린아파트앞,127.0112564841,37.5418087778
103000169,04271,마장역,127.0437189272,37.5667706324
103000170,04272,행당신동아.행당푸르지오아파트,127.0340192689,37.5561408382
103000171,04273,숭신초등학교,127.0280256689,37.5671961236
103000172,04275,극동아파트,127.0241103983,37.5579661904
103000173,04276,풍림아파트,127.0237711409,37.5589412426
103000174,04277,벽산아파트,127.0256885739,37.555602288
103000175,04278,대림아파트,127.0249260274,37.5565738309
103000176,04279,행당역,127.0290982639,37.557000896
103000177,04280,행당역,127.0287643907,37.557079373
103000178,04281,무학여고,127.0330162995,37.5583911544
103000179,04282,극동그린아파트,127.011904958,37.5420646255
103000183,04286,성수동차고지,127.055682,37.535793
103000185,04288,제민약국,127.058637781,37.536549473
103000186,04289,왕십리자이.신당현대아파트,127.02363,37.560847
103000187,04290,왕십리자이.신당현대아파트,127.0241501439,37.5612482322
103000188,04291,제민약국,127.058488,37.536507
103000189,04293,우리은행화양동지점,127.0662158553,37.5480353432
103000191,04295,황학교.텐즈힐몰,127.0236037286,37.5700517505
105000455,04298,마장동주민센타,127.0445452295,37.5669378397
103000293,04301,왕십리광장.왕십리역7번출구,127.0366509908,37.5610501101
103000292,04302,왕십리광장.왕십리역4번출구,127.037133352,37.561364441
103000297,04303,한양대동문앞,127.0496759962,37.5556432919
103000295,04304,왕십리도선동주민센터,127.0245765636,37.5677753933
103000296,04305,한양여대앞,127.0508472828,37.5587047103
103000505,04306,행당중학교,127.0431314062,37.5538465022
103900152,04500,송정동현대아이파크아파트,127.0686200823,37.5521871167
103900149,04501,극동아파트5동,127.0110790155,37.5431595377
103900142,04502,대우아파트관리실,127.019961109,37.5460644045
103900021,04503,두산아파트정문.금호역,127.0168426701,37.5485311887
103900022,04504,신금호역,127.0204908209,37.5545931778
103900150,04505,옥수역,127.0171918968,37.5414989868
103900023,04506,송정동자치회관입구,127.0677193879,37.5511802129
103900143,04507,대우아파트후문,127.0216589278,37.5469390691
103900063,04508,신금호파크자이아파트후문,127.0173399219,37.5552055255
103900025,04509,금호1가동주민센터,127.02219553,37.5551290207
103900116,04510,왕십리민자역사,127.0378535089,37.5618426928
103900024,04511,무쇠막,127.0246947943,37.545277754
103900064,04512,럭키슈퍼,127.0670678611,37.5503443688
103900153,04513,금옥초등학교입구,127.0197191404,37.5468898487
103900026,04514,대경정보산업고등학교,127.017537043,37.5559714265
103900120,04515,금북초등학교.e편한세상금호105동,127.0237361041,37.5555378179
103900065,04516,무학여고,127.0339123541,37.5574916088
103900145,04517,힐스테이트서울숲리버,127.0253856278,37.5467445912
103900066,04518,중앙슈퍼,127.0664413059,37.5495742869
103900067,04519,극동아파트상가,127.0121008716,37.5429197459
103900027,04520,모닝후레쉬,127.0225635106,37.5480526537
103900028,04521,화단삼거리,127.0198711709,37.5483198616
103900068,04522,금호어린이집,127.0183747968,37.5566930754
103900029,04523,논골.금호벽산아파트.성동공유센터,127.0253489995,37.5555491969
103900117,04524,행당서울숲푸르지오상가앞,127.0339148443,37.5554938827
103900030,04526,왕약국,127.0654125668,37.5483178336
103900069,04527,한남하이츠아파트,127.0115923113,37.5400543105
103900070,04528,금호사거리,127.0252558785,37.5479259552
103900031,04529,금호산입구,127.0193922682,37.5563811342
103900032,04530,한진아파트후문,127.0269971479,37.5560183016
103900071,04531,신동아아파트후문,127.0327407814,37.5547363938
103900033,04533,성동세무서,127.0622832163,37.5482249107
103900146,04535,제일감리교회,127.0269036684,37.547866119
103900133,04536,신금호역,127.019782288,37.554587892
103900121,04537,행당역.롯데마트,127.0290563821,37.5569945987
103900034,04538,행당서울숲푸르지오109동앞,127.0316993552,37.5544248994
103900035,04539,벽산아파트정문,127.0250447845,37.552925275
103900036,04540,스탠다드차타드은행성수2가지점,127.0559337624,37.5492364144
103900037,04541,옥수종합사회복지관,127.0128519457,37.5408804856
103900126,04542,응봉동현대아파트,127.0307682168,37.5498025299
103900038,04544,행당2동주민센터,127.0306537631,37.5577375973
103900072,04545,삼거리정자앞,127.0316396669,37.5524551228
103900040,04546,금호119안전센터,127.024633206,37.5541463446
103900073,04547,성수2가3동주민센터.성수지구대,127.0554656239,37.5482616503
103900041,04548,옥수삼성아파트,127.0139484516,37.540635263
103900074,04549,현대공업사앞,127.0325677907,37.549950728
103900134,04550,두산상가후문,127.0167386956,37.5491853986
103900075,04551,중앙병원,127.0193175559,37.5519612784
103900019,04552,무학중학교.무학여고,127.0331282771,37.5582100032
103900039,04553,만물상회앞,127.03120745,37.5527751264
103900076,04554,논골사거리,127.0248124231,37.5553150263
103900077,04555,신한은행,127.054956676,37.5471787717
103900078,04556,응봉초등학교.대림아파트,127.0334306978,37.5510678445
103900043,04557,한신아파트,127.0192957404,37.5507538149
103900042,04559,상봉노인정앞,127.0302340657,37.5527105009
105000454,04560,논골신협.대림아파트후문,127.0245743869,37.5577029753
103900044,04561,국민은행입구,127.0542199393,37.5456739177
103900079,04562,옥수삼성아파트,127.0143207799,37.5407532621
103900045,04563,응봉역.광희중,127.0344339086,37.5520425408
103900080,04564,우리은행.백범학원터,127.0210514775,37.5479538124
103900081,04565,금남시장.화단앞,127.0193437887,37.5483613996
103900082,04566,금호공원,127.0195750088,37.5496769604
103900122,04567,대현산체육관입구,127.02987427,37.553011558
103900083,04569,지하철2호선성수역,127.0546617999,37.5447702802
103900084,04570,옥수종합사회복지관,127.0132276487,37.5408867518
103900144,04572,대우아파트입구,127.0191632324,37.5459834381
103900020,04573,원형화단,127.0194898441,37.548592957
103900085,04574,성동구청,127.0364226224,37.563956206
103900047,04575,금봉어린이집.또또와마트,127.028822717,37.5527613151
103900048,04577,경수중학교입구,127.0585346713,37.5436114169
103900049,04578,옥정중학교,127.0113322323,37.5413329917
103900086,04579,응봉사거리,127.0345427336,37.5548674402
103900087,04581,동방빌딩,127.0368121015,37.5664142661
103900051,04582,천은교회,127.0268008445,37.5546459798
103900151,04583,극동아파트상가,127.0123679427,37.5429116083
103900088,04584,무학여고,127.0342554186,37.5577185854
103900089,04585,한전입구,127.0351185322,37.5662652006
103900050,04586,논골입구.성동공유센터,127.0255719587,37.5555022919
103900090,04587,옥수동주민센터,127.0127539602,37.5436189277
103900112,04588,성동보건소,127.0331862828,37.566494637
103900123,04589,행당역.대림아파트정문,127.0286715654,37.5570496595
103900052,04590,청계벽산아파트,127.0303705362,37.568262437
103900124,04591,논골.e편한세상금호114동,127.0246041221,37.55519162
103900113,04593,코스모타워,127.0329888778,37.5629443869
103900091,04594,화단앞,127.019653956,37.5486244682
103900092,04595,성동사회복지관.청계천문화관,127.0334777845,37.5703034715
103900125,04596,금호119안전센터,127.0244702499,37.5542310813
103900093,04597,왕약국,127.0655472648,37.5483411874
103900114,04598,상왕십리역,127.0302513803,37.5647437014
103900094,04599,금호공원,127.0197741925,37.5496507955
103900095,04600,성동구도시관리공단.서울시시설관리공단,127.0368611826,37.5718289131
103900131,04602,e편한세상금호117동,127.0249325842,37.5524729492
103900053,04603,신당현대아파트,127.0236902472,37.5608470716
103900096,04615,중앙슈퍼,127.0665317949,37.5495156648
103000233,04643,영동대교북단,127.0607201102,37.5368538926
103900054,04648,한신아파트,127.0194077879,37.550758302
103900055,04650,마장동축산물시장,127.0373389807,37.5696652414
103900056,04651,금호고등학교,127.023347002,37.5531573367
103900111,04658,극동.풍림아파트,127.0236410045,37.5590448945
103900057,04659,럭키슈퍼,127.0671617628,37.5503046673
103900097,04667,중앙병원앞,127.019471524,37.5521279557
103900098,04668,도선동사거리,127.0365326655,37.5667675811
103900058,04669,논골신협.대림아파트후문,127.0245188619,37.5575119549
103900099,04670,송정동자치회관입구,127.0678257351,37.5511350971
103900115,04671,성동구청,127.0359536731,37.5633129694
103900100,04672,논골사거리,127.0247742087,37.5561260191
103900101,04674,신금호역,127.0197856168,37.5543355851
103900102,04675,삼성아파트입구,127.0195236888,37.5568568902
103900164,04676,금호초등학교,127.0193177873,37.5528578676
103900017,04677,벽산아파트정문,127.0245786821,37.5534465583
103900103,04678,금호산입구,127.0192564614,37.5564478374
103900018,04679,무학중학교.무학여고,127.0332891007,37.5584226161
103900104,04680,천은교회,127.0266661363,37.5545919447
103900059,04684,금호어린이집,127.0183985892,37.5567867855
103900105,04685,행당2동주민센터,127.0304206318,37.5578295691
103900060,04686,금봉어린이집.또또와마트,127.028794376,37.5526423775
103900106,04691,대경정보산업고등학교,127.0175178242,37.5560687475
103900107,04696,대현산체육관입구,127.0297135329,37.5529629395
103900147,04697,GS주유소,127.0251253545,37.546811328
103900108,04698,대림아파트후문,127.026932687,37.5561715023
103900109,04699,응봉하이퍼마트,127.0302034617,37.552598773
103900110,04700,서울숲푸르지오아파트정문,127.0243937555,37.5452561903
103900127,04701,대림상가,127.0343385292,37.5538375489
103900061,04702,충북상회,127.0310093901,37.5527922994
103900062,04706,서울숲푸르지오아파트후문,127.0227941312,37.543500274
103000278,04721,무학여고,127.0338244237,37.5582800911
103000279,04722,무학여고,127.0342171974,37.5582934943
103000280,04723,응봉사거리,127.0340901941,37.5553018991
103000281,04724,응봉사거리,127.0344918986,37.5550801133
103900016,04739,응봉역.광희중,127.0344034229,37.5522011423
103900015,04740,삼거리정자,127.0316939654,37.5523884273
103900163,04741,금호초등학교,127.0194943061,37.5526884328
103900128,04742,응봉초등학교.대림아파트,127.0331680056,37.5508020956
103900014,04743,행당서울숲푸르지오109동앞,127.031801204,37.5543861249
103900013,04744,현대공업사앞,127.0323426841,37.5500870117
103900012,04745,신동아아파트후문,127.0328358347,37.5546877083
103900011,04746,신동아아파트,127.0300981967,37.5497675599
103900119,04748,행당서울숲푸르지오상가앞,127.0339113781,37.5553379944
103900148,04749,삼성래미안아파트,127.0275591319,37.5483750866
103900010,04750,금호사거리,127.0250613034,37.5481765011
103900009,04751,금남시장앞.백범학원터,127.0216479967,37.5482744945
103900154,04753,왕십리광장.왕십리역7번출구,127.0365162885,37.5610465475
103900135,04754,두산상가후문,127.0167172071,37.5492520827
103900008,04755,옥수동주민센터,127.0126657069,37.543720761
103900007,04756,두산아파트111동,127.016075787,37.5505884957
103900006,04757,두산아파트109동,127.0167637359,37.5498179638
103900005,04758,극동아파트4동,127.011588323,37.5435316415
103900004,04759,극동아파트4동,127.0116845111,37.5435055002
103900137,04760,두산아파트109동,127.0168497589,37.5498566987
103900138,04761,두산아파트115동,127.0161120834,37.5509579397
103900139,04762,금호역,127.0168517068,37.5484545943
103900140,04763,두산아파트정문.금호역,127.0166706406,37.5485140923
103900003,04764,금호역,127.0164272951,37.5484240169
103900002,04765,금호역.3호선,127.0166253219,37.5482942315
103900141,04766,화단삼거리,127.0196278194,37.5482189796
103900001,04767,두산아파트111동,127.0161833258,37.5506803927
103900155,04770,벽산아파트501동앞,127.0254789206,37.5548382055
103900156,04771,벽산아파트505동앞,127.0262518161,37.5544010055
103900157,04772,벽산아파트111동앞,127.0268828933,37.5530438153
103900158,04773,벽산아파트206동앞,127.027267386,37.5521525445
103900159,04774,벽산아파트202동앞,127.0272501278,37.5513803103
103900160,04775,벽산하이피아상가앞,127.0256432644,37.5521961609
103900161,04776,우리은행.백범학원터,127.0209655292,37.5481818048
103900162,04780,행당푸르지오아파트,127.0340034675,37.556239062
105000472,04781,왕십리역,127.0369826501,37.5610536111
105000471,04782,옥정중학교,127.0113005335,37.5412473905
105000470,04783,옥정중학교,127.0109934781,37.5409744546
105000469,04784,옥수삼성아파트,127.0148090773,37.5436087758
105000468,04785,옥수삼성아파트,127.014614465,37.5437908214
105000467,04786,금옥초등학교.금호대우아파트,127.0189290928,37.546474573
105000466,04787,금옥초등학교.금호대우아파트,127.018651851,37.5465899573
105000465,04788,금호사거리,127.0241852708,37.5479784428
105000464,04789,금호사거리,127.0250024528,37.5481765136
105000463,04790,금호삼성래미안,127.0269817622,37.5478769143
105000462,04791,금호삼성래미안,127.0275353603,37.5483615758
105000461,04792,응봉현대아파트,127.0307014263,37.5497628991
105000460,04793,응봉현대아파트,127.0309019007,37.5501304936
105000459,04794,응봉주민센터,127.0335211731,37.5534440055
105000458,04795,응봉주민센터,127.0336017817,37.5539990568
103900168,04799,래미안옥수리버젠아파트,127.0147653734,37.5457957409
103900167,04800,래미안옥수리버젠아파트상가,127.0157270249,37.5443727865
103900169,04801,옥수동주민센터.옥수동성당,127.0140191688,37.5436061689
103900190,04802,국민은행,127.0122219232,37.5426971627
103900191,04803,국민은행,127.0127560803,37.5427782048
103900192,04804,옥수동주민센터.옥수동성당,127.0136716778,37.5432376614
103900193,04805,삼성아파트정문,127.015293478,37.5438267793
103900194,04806,래미안옥수리버젠아파트,127.0148864842,37.5458876374
103900189,04807,성동노인종합복지관,127.0414402566,37.5652097737
103900188,04808,중앙하이츠아파트,127.0390600649,37.5651259903
103900187,04809,민자역사후문,127.0385785598,37.5630129781
103900185,04811,금호1가동주민센터,127.0208123009,37.5547282857
103900184,04812,금호정형외과,127.0204578591,37.5540867685
103900182,04814,금호고등학교앞,127.0233929107,37.5529799549
103900181,04815,벽산하이피아상가,127.0259453705,37.5519500961
103900180,04816,벽산노인정,127.0268504902,37.551058711
103900179,04817,벽산아파트107동,127.0274313269,37.5516875417
103900178,04818,벽산아파트109동,127.0273705487,37.5526138811
103900177,04819,벽산아파트505동,127.0263706309,37.5543216827
103900176,04820,벽산아파트501동,127.0255027292,37.5549553427
103900175,04821,광희중학교.응봉역,127.035058499,37.5519110306
103900174,04822,한신아파트후문,127.0370729773,37.5537403049
103900173,04823,한신아파트정문,127.035382546,37.5548347521
103900172,04824,민자역사후문,127.0386974522,37.5630823233
103900171,04825,중앙하이츠아파트,127.0384482603,37.5649756008
103900170,04826,삼성래미안아파트,127.0402755817,37.565494021
103900196,04827,금북초등학교입구,127.0236161649,37.5556558853
103900195,04828,대현산배수지공원앞,127.0220574589,37.5551777057
103900198,04829,선영약국,127.0307717997,37.5667728275
103900197,04830,텐즈힐아파트101동.115동,127.0293851421,37.5669543004
103900202,04831,숭신초등학교.도선고등학교앞,127.0271676387,37.5673296859
103900201,04832,왕십리도선동주민센터,127.0259157424,37.5677084261
103900200,04833,텐즈힐아파트120동.213동앞,127.0259467263,37.5689158829
103900199,04834,왕십리중앙교회,127.0265630048,37.5701547474
103900211,04836,마장동현대아파트,127.0431705131,37.570103887
103900208,04837,청계장원아파트,127.0448227943,37.5691913662
103900203,04839,마장2교사거리,127.0453461334,37.5678638577
103900204,04840,마장2교사거리,127.0456033009,37.5681827453
103900207,04842,청계장원아파트,127.0448455263,37.5693427411
103900209,04843,옥수교회,127.015908261,37.5451567156
103900210,04844,텐즈힐아파트107동앞,127.0285144783,37.5695685824
103900212,04845,응봉동현대아파트,127.0309380064,37.5498619578
103900216,04846,논골.대림아파트107동.금호동벽산아파트,127.0249544273,37.5558963995
103900217,04847,옥수역5.6번출구,127.0168963495,37.541801217
103900219,04848,서울숲푸르지오아파트,127.0242342353,37.5449149258
103900248,04849,언더스탠드애비뉴,127.042776,37.543572
103900249,04850,성동구민체육센터,127.044474,37.545138
103900250,04851,서울숲역,127.045484,37.543643
